email,group,last_name,first_name,student_id
s220211@stud.spmi.ru,НБ-22,Кадысев,Иван Андреевич,220211
s220063@stud.spmi.ru,НБ-22,Кадысев,Иван Михайлович,220063
s220075@stud.spmi.ru,НБ-22,Кивале,Вилсон Алексеевич,220075
s220223@stud.spmi.ru,НБ-22,Кивале,Вилсон Николаевич,220223
s220212@stud.spmi.ru,НБ-22,Клюев,Алексей Алексеевич,220212
s220064@stud.spmi.ru,НБ-22,Клюев,Алексей Петрович,220064
s220213@stud.spmi.ru,НБ-22,Кощеев,Максим Дмитриевич,220213
s220065@stud.spmi.ru,НБ-22,Кощеев,Максим Сергеевич,220065
s220066@stud.spmi.ru,НБ-22,Муллагалиева,Диляра Андреевна,220066
s220214@stud.spmi.ru,НБ-22,Муллагалиева,Диляра Ивановна,220214
s220067@stud.spmi.ru,НБ-22,Набока,Илья Алексеевич,220067
s220215@stud.spmi.ru,НБ-22,Набока,Илья Николаевич,220215
s220068@stud.spmi.ru,НБ-22,Ошурков,Александр Дмитриевич,220068
s220216@stud.spmi.ru,НБ-22,Ошурков,Александр Михайлович,220216
s220069@stud.spmi.ru,НБ-22,Пантуров,Александр Иванович,220069
s220217@stud.spmi.ru,НБ-22,Пантуров,Александр Петрович,220217
s220070@stud.spmi.ru,НБ-22,Чернокоз,Иван Николаевич,220070
s220218@stud.spmi.ru,НБ-22,Чернокоз,Иван Сергеевич,220218
s220219@stud.spmi.ru,НБ-22,Шиленок,Иван Андреевич,220219
s220071@stud.spmi.ru,НБ-22,Шиленок,Иван Михайлович,220071
s220220@stud.spmi.ru,НБ-22,Яхутль,Софья Алексеевна,220220
s220072@stud.spmi.ru,НБ-22,Яхутль,Софья Петровна,220072
s220115@stud.spmi.ru,НБС-22,Барышников,Никита Алексеевич,220115
s220116@stud.spmi.ru,НБС-22,Волкова,Анастасия Дмитриевна,220116
s220117@stud.spmi.ru,НБС-22,Галиуллин,Ренат Иванович,220117
s220118@stud.spmi.ru,НБС-22,Григорьев,Алексей Николаевич,220118
s220119@stud.spmi.ru,НБС-22,Кичко,Максим Михайлович,220119
s220120@stud.spmi.ru,НБС-22,Кроливец,Евгения Петровна,220120
s220121@stud.spmi.ru,НБС-22,Маметьев,Кирилл Сергеевич,220121
s220122@stud.spmi.ru,НБС-22,Муратова,Елизавета Андреевна,220122
s220123@stud.spmi.ru,НБС-22,Перминова,Юлия Алексеевна,220123
s220124@stud.spmi.ru,НБС-22,Печерский,Роман Дмитриевич,220124
s220125@stud.spmi.ru,НБС-22,Радыгин,Дмитрий Иванович,220125
s220126@stud.spmi.ru,НБС-22,Солодов,Андрей Николаевич,220126
s220127@stud.spmi.ru,НБС-22,Степашкина,Полина Михайловна,220127
s220128@stud.spmi.ru,НБС-22,Тарасенко,Дмитрий Петрович,220128
s220129@stud.spmi.ru,НБС-22,Терещенко,Валерия Сергеевна,220129
s220090@stud.spmi.ru,НБШ-22,Авдонин,Александр Андреевич,220090
s220224@stud.spmi.ru,НБШ-22,Авдонин,Александр Михайлович,220224
s220091@stud.spmi.ru,НБШ-22,Адиятуллин,Тимур Алексеевич,220091
s220225@stud.spmi.ru,НБШ-22,Адиятуллин,Тимур Петрович,220225
s220092@stud.spmi.ru,НБШ-22,Балановский,Денис Дмитриевич,220092
s220226@stud.spmi.ru,НБШ-22,Балановский,Денис Сергеевич,220226
s220227@stud.spmi.ru,НБШ-22,Бородаев,Никита Андреевич,220227
s220093@stud.spmi.ru,НБШ-22,Бородаев,Никита Иванович,220093
s220228@stud.spmi.ru,НБШ-22,Борсуков,Алексей Алексеевич,220228
s220094@stud.spmi.ru,НБШ-22,Борсуков,Алексей Николаевич,220094
s220229@stud.spmi.ru,НБШ-22,Бутырев,Сергей Дмитриевич,220229
s220095@stud.spmi.ru,НБШ-22,Бутырев,Сергей Михайлович,220095
s220230@stud.spmi.ru,НБШ-22,Вавилин,Иван Иванович,220230
s220096@stud.spmi.ru,НБШ-22,Вавилин,Иван Петрович,220096
s220231@stud.spmi.ru,НБШ-22,Власенко,Илья Николаевич,220231
s220097@stud.spmi.ru,НБШ-22,Власенко,Илья Сергеевич,220097
s220098@stud.spmi.ru,НБШ-22,Дебеляк,Амил Андреевич,220098
s220232@stud.spmi.ru,НБШ-22,Дебеляк,Амил Михайлович,220232
s220099@stud.spmi.ru,НБШ-22,Джаутханов,Саид-Магомед Алексеевич,220099
s220233@stud.spmi.ru,НБШ-22,Джаутханов,Саид-Магомед Петрович,220233
s220246@stud.spmi.ru,НБШ-22,Ейд,Амр Иванович,220246
s220112@stud.spmi.ru,НБШ-22,Ейд,Амр Петрович,220112
s220100@stud.spmi.ru,НБШ-22,Загребин,Артем Дмитриевич,220100
s220234@stud.spmi.ru,НБШ-22,Загребин,Артем Сергеевич,220234
s220247@stud.spmi.ru,НБШ-22,Занг,Атангана Николаевич,220247
s220113@stud.spmi.ru,НБШ-22,Занг,Атангана Сергеевич,220113
s220235@stud.spmi.ru,НБШ-22,Иммиев,Магомедхан Андреевич,220235
s220101@stud.spmi.ru,НБШ-22,Иммиев,Магомедхан Иванович,220101
s220236@stud.spmi.ru,НБШ-22,Кадысев,Иван Алексеевич,220236
s220102@stud.spmi.ru,НБШ-22,Кадысев,Иван Николаевич,220102
s220114@stud.spmi.ru,НБШ-22,Кивале,Вилсон Андреевич,220114
s220248@stud.spmi.ru,НБШ-22,Кивале,Вилсон Михайлович,220248
s220237@stud.spmi.ru,НБШ-22,Клюев,Алексей Дмитриевич,220237
s220103@stud.spmi.ru,НБШ-22,Клюев,Алексей Михайлович,220103
s220238@stud.spmi.ru,НБШ-22,Кощеев,Максим Иванович,220238
s220104@stud.spmi.ru,НБШ-22,Кощеев,Максим Петрович,220104
s220239@stud.spmi.ru,НБШ-22,Муллагалиева,Диляра Николаевна,220239
s220105@stud.spmi.ru,НБШ-22,Муллагалиева,Диляра Сергеевна,220105
s220106@stud.spmi.ru,НБШ-22,Набока,Илья Андреевич,220106
s220240@stud.spmi.ru,НБШ-22,Набока,Илья Михайлович,220240
s220107@stud.spmi.ru,НБШ-22,Ошурков,Александр Алексеевич,220107
s220241@stud.spmi.ru,НБШ-22,Ошурков,Александр Петрович,220241
s220108@stud.spmi.ru,НБШ-22,Пантуров,Александр Дмитриевич,220108
s220242@stud.spmi.ru,НБШ-22,Пантуров,Александр Сергеевич,220242
s220243@stud.spmi.ru,НБШ-22,Чернокоз,Иван Андреевич,220243
s220109@stud.spmi.ru,НБШ-22,Чернокоз,Иван Иванович,220109
s220244@stud.spmi.ru,НБШ-22,Шиленок,Иван Алексеевич,220244
s220110@stud.spmi.ru,НБШ-22,Шиленок,Иван Николаевич,220110
s220245@stud.spmi.ru,НБШ-22,Яхутль,Софья Дмитриевна,220245
s220111@stud.spmi.ru,НБШ-22,Яхутль,Софья Михайловна,220111
s210109@stud.spmi.ru,НГС-21-1,Авхадеева,Рената Дмитриевна,210109
s210065@stud.spmi.ru,НГС-21-1,Авхадеева,Рената Петровна,210065
s210110@stud.spmi.ru,НГС-21-1,Агрелкина,Маргарита Ивановна,210110
s210066@stud.spmi.ru,НГС-21-1,Агрелкина,Маргарита Сергеевна,210066
s210067@stud.spmi.ru,НГС-21-1,Герасимчук,Георгий Андреевич,210067
s210111@stud.spmi.ru,НГС-21-1,Герасимчук,Георгий Николаевич,210111
s210068@stud.spmi.ru,НГС-21-1,Данчишина,Маргарита Алексеевна,210068
s210112@stud.spmi.ru,НГС-21-1,Данчишина,Маргарита Михайловна,210112
s210069@stud.spmi.ru,НГС-21-1,Дудиляков,Дмитрий Дмитриевич,210069
s210113@stud.spmi.ru,НГС-21-1,Дудиляков,Дмитрий Петрович,210113
s210070@stud.spmi.ru,НГС-21-1,Заречнова,Софья Ивановна,210070
s210114@stud.spmi.ru,НГС-21-1,Заречнова,Софья Сергеевна,210114
s210115@stud.spmi.ru,НГС-21-1,Зеленкин,Никита Андреевич,210115
s210071@stud.spmi.ru,НГС-21-1,Зеленкин,Никита Николаевич,210071
s210116@stud.spmi.ru,НГС-21-1,Ильин,Дмитрий Алексеевич,210116
s210072@stud.spmi.ru,НГС-21-1,Ильин,Дмитрий Михайлович,210072
s210117@stud.spmi.ru,НГС-21-1,Ишмухамедова,Дана Дмитриевна,210117
s210073@stud.spmi.ru,НГС-21-1,Ишмухамедова,Дана Петровна,210073
s210086@stud.spmi.ru,НГС-21-1,Касперович,Артур Иванович,210086
s210130@stud.spmi.ru,НГС-21-1,Касперович,Артур Сергеевич,210130
s210118@stud.spmi.ru,НГС-21-1,Козлов,Артём Иванович,210118
s210074@stud.spmi.ru,НГС-21-1,Козлов,Артём Сергеевич,210074
s210075@stud.spmi.ru,НГС-21-1,Кусова,Лизавета Андреевна,210075
s210119@stud.spmi.ru,НГС-21-1,Кусова,Лизавета Николаевна,210119
s210076@stud.spmi.ru,НГС-21-1,Моисеев,Александр Алексеевич,210076
s210120@stud.spmi.ru,НГС-21-1,Моисеев,Александр Михайлович,210120
s210077@stud.spmi.ru,НГС-21-1,Осипов,Иван Дмитриевич,210077
s210121@stud.spmi.ru,НГС-21-1,Осипов,Иван Петрович,210121
s210078@stud.spmi.ru,НГС-21-1,Полуева,Диана Ивановна,210078
s210122@stud.spmi.ru,НГС-21-1,Полуева,Диана Сергеевна,210122
s210123@stud.spmi.ru,НГС-21-1,Потапов,Владимир Андреевич,210123
s210079@stud.spmi.ru,НГС-21-1,Потапов,Владимир Николаевич,210079
s210124@stud.spmi.ru,НГС-21-1,Рощупкин,Андрей Алексеевич,210124
s210080@stud.spmi.ru,НГС-21-1,Рощупкин,Андрей Михайлович,210080
s210125@stud.spmi.ru,НГС-21-1,Рыжков,Кирилл Дмитриевич,210125
s210081@stud.spmi.ru,НГС-21-1,Рыжков,Кирилл Петрович,210081
s210126@stud.spmi.ru,НГС-21-1,Стратонов,Владислав Иванович,210126
s210082@stud.spmi.ru,НГС-21-1,Стратонов,Владислав Сергеевич,210082
s210083@stud.spmi.ru,НГС-21-1,Сурков,Евгений Андреевич,210083
s210127@stud.spmi.ru,НГС-21-1,Сурков,Евгений Николаевич,210127
s210131@stud.spmi.ru,НГС-21-1,Суслов,Егор Андреевич,210131
s210087@stud.spmi.ru,НГС-21-1,Суслов,Егор Николаевич,210087
s210084@stud.spmi.ru,НГС-21-1,Сухих,Даниил Алексеевич,210084
s210128@stud.spmi.ru,НГС-21-1,Сухих,Даниил Михайлович,210128
s210085@stud.spmi.ru,НГС-21-1,Хайретдинов,Салават Дмитриевич,210085
s210129@stud.spmi.ru,НГС-21-1,Хайретдинов,Салават Петрович,210129
s210132@stud.spmi.ru,НГС-21-2,Алиев,Илья Алексеевич,210132
s210088@stud.spmi.ru,НГС-21-2,Алиев,Илья Михайлович,210088
s210133@stud.spmi.ru,НГС-21-2,Бабин,Илья Дмитриевич,210133
s210089@stud.spmi.ru,НГС-21-2,Бабин,Илья Петрович,210089
s210134@stud.spmi.ru,НГС-21-2,Бреусов,Владислав Иванович,210134
s210090@stud.spmi.ru,НГС-21-2,Бреусов,Владислав Сергеевич,210090
s210091@stud.spmi.ru,НГС-21-2,Васильев,Виктор Андреевич,210091
s210135@stud.spmi.ru,НГС-21-2,Васильев,Виктор Николаевич,210135
s210092@stud.spmi.ru,НГС-21-2,Виноградов,Игорь Алексеевич,210092
s210136@stud.spmi.ru,НГС-21-2,Виноградов,Игорь Михайлович,210136
s210093@stud.spmi.ru,НГС-21-2,Гладков,Владимир Дмитриевич,210093
s210137@stud.spmi.ru,НГС-21-2,Гладков,Владимир Петрович,210137
s210094@stud.spmi.ru,НГС-21-2,Деркач,Анастасия Ивановна,210094
s210138@stud.spmi.ru,НГС-21-2,Деркач,Анастасия Сергеевна,210138
s210139@stud.spmi.ru,НГС-21-2,Джурабаев,Руслан Андреевич,210139
s210095@stud.spmi.ru,НГС-21-2,Джурабаев,Руслан Николаевич,210095
s210140@stud.spmi.ru,НГС-21-2,Доминов,Максим Алексеевич,210140
s210096@stud.spmi.ru,НГС-21-2,Доминов,Максим Михайлович,210096
s210142@stud.spmi.ru,НГС-21-2,Коваленко,Евгений Иванович,210142
s210098@stud.spmi.ru,НГС-21-2,Коваленко,Евгений Сергеевич,210098
s210141@stud.spmi.ru,НГС-21-2,Ковалёва,Галина Дмитриевна,210141
s210097@stud.spmi.ru,НГС-21-2,Ковалёва,Галина Петровна,210097
s210099@stud.spmi.ru,НГС-21-2,Кузьмин,Михаил Андреевич,210099
s210143@stud.spmi.ru,НГС-21-2,Кузьмин,Михаил Николаевич,210143
s210100@stud.spmi.ru,НГС-21-2,Кулеш,Кирилл Алексеевич,210100
s210144@stud.spmi.ru,НГС-21-2,Кулеш,Кирилл Михайлович,210144
s210101@stud.spmi.ru,НГС-21-2,Куркина,Юлиана Дмитриевна,210101
s210145@stud.spmi.ru,НГС-21-2,Куркина,Юлиана Петровна,210145
s210102@stud.spmi.ru,НГС-21-2,Пикулева,Марина Ивановна,210102
s210146@stud.spmi.ru,НГС-21-2,Пикулева,Марина Сергеевна,210146
s210147@stud.spmi.ru,НГС-21-2,Санжапов,Радион Андреевич,210147
s210103@stud.spmi.ru,НГС-21-2,Санжапов,Радион Николаевич,210103
s210148@stud.spmi.ru,НГС-21-2,Трофимов,Евстафий Алексеевич,210148
s210104@stud.spmi.ru,НГС-21-2,Трофимов,Евстафий Михайлович,210104
s210149@stud.spmi.ru,НГС-21-2,Тювилева,Ангелина Дмитриевна,210149
s210105@stud.spmi.ru,НГС-21-2,Тювилева,Ангелина Петровна,210105
s210150@stud.spmi.ru,НГС-21-2,Удодов,Евгений Иванович,210150
s210106@stud.spmi.ru,НГС-21-2,Удодов,Евгений Сергеевич,210106
s210107@stud.spmi.ru,НГС-21-2,Хамаев,Игорь Андреевич,210107
s210151@stud.spmi.ru,НГС-21-2,Хамаев,Игорь Николаевич,210151
s210108@stud.spmi.ru,НГС-21-2,Шаройко,Максим Алексеевич,210108
s210152@stud.spmi.ru,НГС-21-2,Шаройко,Максим Михайлович,210152
s220130@stud.spmi.ru,СТ-22,Бакумов,Иван Андреевич,220130
s220131@stud.spmi.ru,СТ-22,Борисенков,Александр Алексеевич,220131
s220132@stud.spmi.ru,СТ-22,Вещагин,Андрей Дмитриевич,220132
s220133@stud.spmi.ru,СТ-22,Ганин,Иван Иванович,220133
s220134@stud.spmi.ru,СТ-22,Кожевников,Павел Николаевич,220134
s220135@stud.spmi.ru,СТ-22,Кормщиков,Климентий Михайлович,220135
s220136@stud.spmi.ru,СТ-22,Крецу,Георгий Петрович,220136
s220137@stud.spmi.ru,СТ-22,Матвеева,Софья Сергеевна,220137
s220138@stud.spmi.ru,СТ-22,Мокрицын,Антон Андреевич,220138
s220139@stud.spmi.ru,СТ-22,Портнова,София Алексеевна,220139
s220140@stud.spmi.ru,СТ-22,Рожкова,Виктория Дмитриевна,220140
s220141@stud.spmi.ru,СТ-22,Сергеева,Ксения Ивановна,220141
s220142@stud.spmi.ru,СТ-22,Синица,Валерий Николаевич,220142
s220143@stud.spmi.ru,СТ-22,Ткаченко,Артём Михайлович,220143
s220144@stud.spmi.ru,СТ-22,Трущ,Дмитрий Петрович,220144
s220145@stud.spmi.ru,СТ-22,Хакимов,Руслан Сергеевич,220145
s220146@stud.spmi.ru,СТ-22,Чеченкин,Максим Андреевич,220146
s220147@stud.spmi.ru,СТ-22,Шестакова,Алиса Алексеевна,220147
s220148@stud.spmi.ru,СТ-22,Щербакова,Дарья Дмитриевна,220148
s210019@stud.spmi.ru,ТНГ-21,Богданов,Иван Дмитриевич,210019
s210042@stud.spmi.ru,ТНГ-21,Богданов,Иван Михайлович,210042
s210020@stud.spmi.ru,ТНГ-21,Будренников,Архип Иванович,210020
s210043@stud.spmi.ru,ТНГ-21,Будренников,Архип Петрович,210043
s210021@stud.spmi.ru,ТНГ-21,Воровщикова,Елена Николаевна,210021
s210044@stud.spmi.ru,ТНГ-21,Воровщикова,Елена Сергеевна,210044
s210045@stud.spmi.ru,ТНГ-21,Гайнанов,Дамир Андреевич,210045
s210022@stud.spmi.ru,ТНГ-21,Гайнанов,Дамир Михайлович,210022
s210046@stud.spmi.ru,ТНГ-21,Исаев,Матвей Алексеевич,210046
s210023@stud.spmi.ru,ТНГ-21,Исаев,Матвей Петрович,210023
s210047@stud.spmi.ru,ТНГ-21,Ищенко,Анна Дмитриевна,210047
s210024@stud.spmi.ru,ТНГ-21,Ищенко,Анна Сергеевна,210024
s210025@stud.spmi.ru,ТНГ-21,Казиев,Рустам Андреевич,210025
s210048@stud.spmi.ru,ТНГ-21,Казиев,Рустам Иванович,210048
s210026@stud.spmi.ru,ТНГ-21,Калинникова,Анастасия Алексеевна,210026
s210049@stud.spmi.ru,ТНГ-21,Калинникова,Анастасия Николаевна,210049
s210027@stud.spmi.ru,ТНГ-21,Кораблев,Матвей Дмитриевич,210027
s210050@stud.spmi.ru,ТНГ-21,Кораблев,Матвей Михайлович,210050
s210028@stud.spmi.ru,ТНГ-21,Кошелев,Денис Иванович,210028
s210051@stud.spmi.ru,ТНГ-21,Кошелев,Денис Петрович,210051
s210029@stud.spmi.ru,ТНГ-21,Кулагин,Никита Николаевич,210029
s210052@stud.spmi.ru,ТНГ-21,Кулагин,Никита Сергеевич,210052
s210053@stud.spmi.ru,ТНГ-21,Максаров,Дмитрий Андреевич,210053
s210030@stud.spmi.ru,ТНГ-21,Максаров,Дмитрий Михайлович,210030
s210054@stud.spmi.ru,ТНГ-21,Мацковский,Денис Алексеевич,210054
s210031@stud.spmi.ru,ТНГ-21,Мацковский,Денис Петрович,210031
s210055@stud.spmi.ru,ТНГ-21,Мохов,Николай Дмитриевич,210055
s210032@stud.spmi.ru,ТНГ-21,Мохов,Николай Сергеевич,210032
s210033@stud.spmi.ru,ТНГ-21,Пацурия,Михаил Андреевич,210033
s210056@stud.spmi.ru,ТНГ-21,Пацурия,Михаил Иванович,210056
s210034@stud.spmi.ru,ТНГ-21,Подпорина,Олеся Алексеевна,210034
s210057@stud.spmi.ru,ТНГ-21,Подпорина,Олеся Николаевна,210057
s210035@stud.spmi.ru,ТНГ-21,Савина,Екатерина Дмитриевна,210035
s210058@stud.spmi.ru,ТНГ-21,Савина,Екатерина Михайловна,210058
s210036@stud.spmi.ru,ТНГ-21,Серебряков,Дмитрий Иванович,210036
s210059@stud.spmi.ru,ТНГ-21,Серебряков,Дмитрий Петрович,210059
s210037@stud.spmi.ru,ТНГ-21,Соколов,Аркадий Николаевич,210037
s210060@stud.spmi.ru,ТНГ-21,Соколов,Аркадий Сергеевич,210060
s210061@stud.spmi.ru,ТНГ-21,Соловьев,Николай Андреевич,210061
s210038@stud.spmi.ru,ТНГ-21,Соловьев,Николай Михайлович,210038
s210062@stud.spmi.ru,ТНГ-21,Хлопецкий,Богдан Алексеевич,210062
s210039@stud.spmi.ru,ТНГ-21,Хлопецкий,Богдан Петрович,210039
s210063@stud.spmi.ru,ТНГ-21,Цуканов,Савелий Дмитриевич,210063
s210040@stud.spmi.ru,ТНГ-21,Цуканов,Савелий Сергеевич,210040
s210041@stud.spmi.ru,ТНГ-21,Юлдошев,Давид Андреевич,210041
s210064@stud.spmi.ru,ТНГ-21,Юлдошев,Давид Иванович,210064
s220001@stud.spmi.ru,ЭХТ-22-1,Ахмедова,Алина Андреевна,220001
s220149@stud.spmi.ru,ЭХТ-22-1,Ахмедова,Алина Ивановна,220149
s220002@stud.spmi.ru,ЭХТ-22-1,Байгазина,Эльвира Алексеевна,220002
s220150@stud.spmi.ru,ЭХТ-22-1,Байгазина,Эльвира Николаевна,220150
s220172@stud.spmi.ru,ЭХТ-22-1,Бочков,Олег Дмитриевич,220172
s220024@stud.spmi.ru,ЭХТ-22-1,Бочков,Олег Сергеевич,220024
s220003@stud.spmi.ru,ЭХТ-22-1,Валеев,Тимур Дмитриевич,220003
s220151@stud.spmi.ru,ЭХТ-22-1,Валеев,Тимур Михайлович,220151
s220004@stud.spmi.ru,ЭХТ-22-1,Гизатуллина,Татьяна Ивановна,220004
s220152@stud.spmi.ru,ЭХТ-22-1,Гизатуллина,Татьяна Петровна,220152
s220005@stud.spmi.ru,ЭХТ-22-1,Гладков,Александр Николаевич,220005
s220153@stud.spmi.ru,ЭХТ-22-1,Гладков,Александр Сергеевич,220153
s220154@stud.spmi.ru,ЭХТ-22-1,Дадашева,Екатерина Андреевна,220154
s220006@stud.spmi.ru,ЭХТ-22-1,Дадашева,Екатерина Михайловна,220006
s220155@stud.spmi.ru,ЭХТ-22-1,Жданова,Руслана Алексеевна,220155
s220007@stud.spmi.ru,ЭХТ-22-1,Жданова,Руслана Петровна,220007
s220156@stud.spmi.ru,ЭХТ-22-1,Запорожец,Александр Дмитриевич,220156
s220008@stud.spmi.ru,ЭХТ-22-1,Запорожец,Александр Сергеевич,220008
s220009@stud.spmi.ru,ЭХТ-22-1,Игнатова,Алина Андреевна,220009
s220157@stud.spmi.ru,ЭХТ-22-1,Игнатова,Алина Ивановна,220157
s220010@stud.spmi.ru,ЭХТ-22-1,Кайнов,Данила Алексеевич,220010
s220158@stud.spmi.ru,ЭХТ-22-1,Кайнов,Данила Николаевич,220158
s220011@stud.spmi.ru,ЭХТ-22-1,Климова,Юлия Дмитриевна,220011
s220159@stud.spmi.ru,ЭХТ-22-1,Климова,Юлия Михайловна,220159
s220012@stud.spmi.ru,ЭХТ-22-1,Козырев,Владислав Иванович,220012
s220160@stud.spmi.ru,ЭХТ-22-1,Козырев,Владислав Петрович,220160
s220013@stud.spmi.ru,ЭХТ-22-1,Кокая,Давид Николаевич,220013
s220161@stud.spmi.ru,ЭХТ-22-1,Кокая,Давид Сергеевич,220161
s220162@stud.spmi.ru,ЭХТ-22-1,Колесова,Полина Андреевна,220162
s220014@stud.spmi.ru,ЭХТ-22-1,Колесова,Полина Михайловна,220014
s220163@stud.spmi.ru,ЭХТ-22-1,Комаров,Павел Алексеевич,220163
s220015@stud.spmi.ru,ЭХТ-22-1,Комаров,Павел Петрович,220015
s220164@stud.spmi.ru,ЭХТ-22-1,Кулешова,Милолика Дмитриевна,220164
s220016@stud.spmi.ru,ЭХТ-22-1,Кулешова,Милолика Сергеевна,220016
s220017@stud.spmi.ru,ЭХТ-22-1,Логинова,Татьяна Андреевна,220017
s220165@stud.spmi.ru,ЭХТ-22-1,Логинова,Татьяна Ивановна,220165
s220018@stud.spmi.ru,ЭХТ-22-1,Настай,Никита Алексеевич,220018
s220166@stud.spmi.ru,ЭХТ-22-1,Настай,Никита Николаевич,220166
s220019@stud.spmi.ru,ЭХТ-22-1,Петров,Андрей Дмитриевич,220019
s220167@stud.spmi.ru,ЭХТ-22-1,Петров,Андрей Михайлович,220167
s220020@stud.spmi.ru,ЭХТ-22-1,Самсоненко,Илья Иванович,220020
s220168@stud.spmi.ru,ЭХТ-22-1,Самсоненко,Илья Петрович,220168
s220021@stud.spmi.ru,ЭХТ-22-1,Чигряй,Полина Николаевна,220021
s220169@stud.spmi.ru,ЭХТ-22-1,Чигряй,Полина Сергеевна,220169
